date,node_id,num_households,day_of_week,is_weekend,is_holiday,waste_organic_kg,waste_recyclable_kg,waste_other_kg
2026-05-03,P01,45,6,1,0,38.3,12.2,14.3
2026-05-04,P01,45,0,0,0,29.9,10.4,12.2
2026-05-05,P01,45,1,0,0,30.2,10.7,15.7
2026-05-06,P01,45,2,0,0,28.7,11.1,11.8
2026-05-07,P01,45,3,0,0,29.1,11.1,14.4
2026-05-08,P01,45,4,0,0,32.4,10.8,12.3
2026-05-09,P01,45,5,1,0,38.1,11.3,14.1
2026-05-10,P01,45,6,1,0,36.0,11.8,13.6
2026-05-11,P01,45,0,0,0,31.1,11.9,14.2
2026-05-12,P01,45,1,0,0,30.3,12.7,13.8
2026-05-13,P01,45,2,0,0,29.3,10.9,15.2
2026-05-14,P01,45,3,0,0,30.0,11.3,14.8
2026-05-15,P01,45,4,0,0,28.9,9.3,13.9
2026-05-16,P01,45,5,1,0,37.7,10.3,14.5
2026-05-17,P01,45,6,1,0,38.3,10.0,14.1
2026-05-18,P01,45,0,0,0,29.5,9.6,14.0
2026-05-19,P01,45,1,0,0,29.7,10.2,14.1
2026-05-20,P01,45,2,0,0,30.7,10.3,14.0
2026-05-21,P01,45,3,0,0,31.6,10.2,14.0
2026-05-22,P01,45,4,0,0,29.8,12.8,11.5
2026-05-23,P01,45,5,1,0,38.5,10.6,13.4
2026-05-24,P01,45,6,1,0,40.7,10.8,16.0
2026-05-25,P01,45,0,0,0,29.0,11.1,13.0
2026-05-26,P01,45,1,0,0,28.6,10.9,13.2
2026-05-27,P01,45,2,0,0,30.2,9.0,15.7
2026-05-28,P01,45,3,0,0,29.5,12.4,12.5
2026-05-29,P01,45,4,0,0,30.3,13.6,12.6
2026-05-30,P01,45,5,1,0,34.6,10.4,14.1
2026-05-31,P01,45,6,1,0,38.5,12.0,13.3
2026-06-01,P01,45,0,0,0,26.9,10.5,14.9
2026-06-02,P01,45,1,0,0,30.6,9.1,13.5
2026-06-03,P01,45,2,0,0,32.3,12.7,14.2
2026-06-04,P01,45,3,0,0,30.4,9.8,12.6
2026-06-05,P01,45,4,0,0,29.9,11.3,14.2
2026-06-06,P01,45,5,1,0,36.4,9.8,12.7
2026-06-07,P01,45,6,1,0,35.2,11.4,11.0
2026-06-08,P01,45,0,0,0,29.2,11.2,15.2
2026-06-09,P01,45,1,0,0,29.9,11.7,13.1
2026-06-10,P01,45,2,0,0,28.5,10.3,15.2
2026-06-11,P01,45,3,0,0,31.6,11.3,17.2
2026-06-12,P01,45,4,0,0,29.8,11.4,13.9
2026-06-13,P01,45,5,1,0,36.9,12.8,15.2
2026-06-14,P01,45,6,1,0,34.8,10.5,14.0
2026-06-15,P01,45,0,0,0,31.2,9.7,11.1
2026-06-16,P01,45,1,0,0,26.4,10.8,13.4
2026-06-17,P01,45,2,0,0,30.4,10.2,12.2
2026-06-18,P01,45,3,0,0,26.2,11.1,14.0
2026-06-19,P01,45,4,0,0,31.6,11.5,13.3
2026-06-20,P01,45,5,1,0,39.7,10.7,12.8
2026-06-21,P01,45,6,1,0,36.3,10.3,11.2
2026-06-22,P01,45,0,0,0,30.1,11.1,13.2
2026-06-23,P01,45,1,0,0,28.5,11.2,15.4
2026-06-24,P01,45,2,0,0,29.9,10.4,12.9
2026-06-25,P01,45,3,0,0,29.7,9.7,13.4
2026-06-26,P01,45,4,0,0,29.9,12.4,14.6
2026-06-27,P01,45,5,1,0,39.1,10.2,14.3
2026-06-28,P01,45,6,1,0,35.2,11.1,14.0
2026-06-29,P01,45,0,0,0,28.4,12.6,14.2
2026-06-30,P01,45,1,0,0,26.4,11.3,13.1
2026-07-01,P01,45,2,0,0,29.8,11.2,14.0
2026-07-02,P01,45,3,0,0,26.2,9.8,14.4
2026-07-03,P01,45,4,0,0,32.1,12.5,15.5
2026-07-04,P01,45,5,1,0,33.6,11.5,11.5
2026-07-05,P01,45,6,1,0,40.1,11.1,12.3
2026-07-06,P01,45,0,0,0,33.4,11.4,11.5
2026-07-07,P01,45,1,0,0,30.3,10.2,13.7
2026-07-08,P01,45,2,0,0,29.0,12.0,12.0
2026-07-09,P01,45,3,0,0,30.4,12.4,12.7
2026-07-10,P01,45,4,0,0,30.2,11.0,12.8
2026-07-11,P01,45,5,1,0,38.4,10.9,12.5
2026-07-12,P01,45,6,1,0,40.4,11.5,13.4
2026-07-13,P01,45,0,0,0,28.7,10.2,14.9
2026-07-14,P01,45,1,0,0,29.5,11.2,13.4
2026-07-15,P01,45,2,0,0,30.9,10.7,14.4
2026-07-16,P01,45,3,0,0,29.5,11.6,14.3
2026-07-17,P01,45,4,0,0,29.6,10.1,12.5
2026-07-18,P01,45,5,1,0,35.9,10.0,14.5
2026-07-19,P01,45,6,1,0,37.2,12.2,16.0
2026-07-20,P01,45,0,0,0,29.9,9.5,13.1
2026-07-21,P01,45,1,0,0,29.7,9.5,13.3
2026-07-22,P01,45,2,0,0,30.3,10.4,12.7
2026-07-23,P01,45,3,0,0,28.5,12.4,13.4
2026-07-24,P01,45,4,0,0,28.3,10.5,14.6
2026-07-25,P01,45,5,1,0,36.0,11.3,14.3
2026-07-26,P01,45,6,1,0,38.6,12.1,13.0
2026-07-27,P01,45,0,0,0,31.8,10.2,13.1
2026-07-28,P01,45,1,0,0,31.9,11.6,13.6
2026-07-29,P01,45,2,0,0,27.7,11.3,12.9
2026-07-30,P01,45,3,0,0,28.2,10.3,13.8
2026-07-31,P01,45,4,0,0,26.0,11.2,13.7
2026-08-01,P01,45,5,1,0,36.2,11.7,14.2
2026-08-02,P01,45,6,1,0,36.2,10.3,14.3
2026-08-03,P01,45,0,0,0,27.1,10.6,12.9
2026-08-04,P01,45,1,0,0,29.9,11.0,13.6
2026-08-05,P01,45,2,0,0,31.8,11.0,13.2
2026-08-06,P01,45,3,0,0,27.6,11.5,14.1
2026-08-07,P01,45,4,0,0,32.4,10.2,13.6
2026-08-08,P01,45,5,1,0,37.2,10.8,13.6
2026-08-09,P01,45,6,1,0,34.2,11.6,14.3
2026-08-10,P01,45,0,0,0,31.8,12.8,13.2
2026-08-11,P01,45,1,0,0,29.7,10.8,15.7
2026-08-12,P01,45,2,0,0,26.7,11.3,12.0
2026-08-13,P01,45,3,0,0,25.2,9.1,12.1
2026-08-14,P01,45,4,0,0,31.7,10.1,13.3
2026-08-15,P01,45,5,1,0,35.2,11.4,12.4
2026-08-16,P01,45,6,1,0,39.6,10.0,12.7
2026-08-17,P01,45,0,0,0,30.0,10.9,15.1
2026-08-18,P01,45,1,0,0,30.0,9.8,12.9
2026-08-19,P01,45,2,0,0,28.8,11.5,14.0
2026-08-20,P01,45,3,0,0,29.6,11.6,13.0
2026-08-21,P01,45,4,0,0,29.6,11.0,15.2
2026-08-22,P01,45,5,1,0,37.1,10.5,12.4
2026-08-23,P01,45,6,1,0,38.5,10.3,13.9
2026-08-24,P01,45,0,0,0,26.4,11.7,12.1
2026-08-25,P01,45,1,0,0,28.4,11.8,12.1
2026-08-26,P01,45,2,0,0,29.7,10.9,12.5
2026-08-27,P01,45,3,0,0,32.2,12.1,11.4
2026-08-28,P01,45,4,0,0,27.2,11.5,12.1
2026-08-29,P01,45,5,1,0,36.6,11.0,14.3
2026-08-30,P01,45,6,1,0,36.9,10.9,12.7
2026-08-31,P01,45,0,0,0,32.1,10.4,13.9
2026-09-01,P01,45,1,0,0,28.9,10.9,13.4
2026-09-02,P01,45,2,0,0,29.5,10.0,14.4
2026-09-03,P01,45,3,0,0,32.3,11.1,14.3
2026-09-04,P01,45,4,0,0,31.3,11.6,13.9
2026-09-05,P01,45,5,1,0,37.6,11.6,13.6
2026-09-06,P01,45,6,1,0,35.5,10.9,11.5
2026-09-07,P01,45,0,0,0,29.8,11.2,14.9
2026-09-08,P01,45,1,0,0,30.1,11.6,13.5
2026-09-09,P01,45,2,0,0,28.0,9.6,12.5
2026-09-10,P01,45,3,0,0,27.4,11.4,13.3
2026-09-11,P01,45,4,0,0,30.8,10.9,14.7
2026-09-12,P01,45,5,1,0,39.2,10.3,13.3
2026-09-13,P01,45,6,1,0,36.3,9.4,14.3
2026-09-14,P01,45,0,0,0,31.9,10.8,13.0
2026-03-19,P02,31,3,0,0,22.4,6.2,9.7
2026-03-20,P02,31,4,0,0,21.2,7.3,10.6
2026-03-21,P02,31,5,1,0,27.5,7.5,9.5
2026-03-22,P02,31,6,1,0,25.8,7.3,8.6
2026-03-23,P02,31,0,0,0,22.8,8.3,10.2
2026-03-24,P02,31,1,0,0,19.6,8.9,11.1
2026-03-25,P02,31,2,0,0,21.3,7.1,8.9
2026-03-26,P02,31,3,0,0,21.6,7.1,9.5
2026-03-27,P02,31,4,0,0,22.4,6.7,11.1
2026-03-28,P02,31,5,1,0,28.3,6.9,8.5
2026-03-29,P02,31,6,1,0,25.9,7.0,9.4
2026-03-30,P02,31,0,0,0,17.8,7.5,10.9
2026-03-31,P02,31,1,0,0,19.6,7.5,8.4
2026-04-01,P02,31,2,0,0,21.8,7.5,11.0
2026-04-02,P02,31,3,0,0,21.3,7.4,10.0
2026-04-03,P02,31,4,0,0,20.4,6.8,9.8
2026-04-04,P02,31,5,1,0,26.1,7.7,9.8
2026-04-05,P02,31,6,1,0,25.6,7.9,10.9
2026-04-06,P02,31,0,0,0,19.6,8.7,9.4
2026-04-07,P02,31,1,0,0,20.1,9.1,9.7
2026-04-08,P02,31,2,0,0,22.8,8.1,8.3
2026-04-09,P02,31,3,0,0,21.2,7.3,8.5
2026-04-10,P02,31,4,0,0,18.8,7.7,10.0
2026-04-11,P02,31,5,1,0,26.8,7.5,8.9
2026-04-12,P02,31,6,1,0,25.0,7.3,8.8
2026-04-13,P02,31,0,0,0,20.8,7.6,8.9
2026-04-14,P02,31,1,0,0,20.7,7.2,9.6
2026-04-15,P02,31,2,0,0,21.7,7.8,9.9
2026-04-16,P02,31,3,0,0,18.9,7.4,9.8
2026-04-17,P02,31,4,0,0,21.8,6.7,9.7
2026-04-18,P02,31,5,1,0,27.8,7.5,9.5
2026-04-19,P02,31,6,1,0,26.9,7.8,10.1
2026-04-20,P02,31,0,0,0,21.1,7.7,9.0
2026-04-21,P02,31,1,0,0,20.8,8.4,9.4
2026-04-22,P02,31,2,0,0,20.8,7.3,10.2
2026-04-23,P02,31,3,0,0,19.9,8.2,8.8
2026-04-24,P02,31,4,0,0,19.7,7.8,9.7
2026-04-25,P02,31,5,1,0,26.7,8.3,9.2
2026-04-26,P02,31,6,1,0,26.8,7.1,10.5
2026-04-27,P02,31,0,0,0,21.8,8.0,9.7
2026-04-28,P02,31,1,0,0,20.0,7.4,9.9
2026-04-29,P02,31,2,0,0,21.0,7.7,8.5
2026-04-30,P02,31,3,0,0,21.3,7.2,8.7
2026-05-01,P02,31,4,0,0,20.8,6.5,10.1
2026-05-02,P02,31,5,1,0,27.4,7.6,8.8
2026-05-03,P02,31,6,1,0,25.1,7.6,7.7
2026-05-04,P02,31,0,0,0,21.3,8.1,9.3
2026-05-05,P02,31,1,0,0,20.4,7.8,9.8
2026-05-06,P02,31,2,0,0,22.4,7.7,9.0
2026-05-07,P02,31,3,0,0,20.4,7.8,10.7
2026-05-08,P02,31,4,0,0,20.6,7.0,8.9
2026-05-09,P02,31,5,1,0,23.6,7.8,8.5
2026-05-10,P02,31,6,1,0,24.7,6.4,8.7
2026-05-11,P02,31,0,0,0,21.7,6.8,8.2
2026-05-12,P02,31,1,0,0,21.3,7.4,9.9
2026-05-13,P02,31,2,0,0,22.0,7.6,8.6
2026-05-14,P02,31,3,0,0,20.9,8.0,9.1
2026-05-15,P02,31,4,0,0,19.2,8.3,9.2
2026-05-16,P02,31,5,1,0,25.8,7.7,10.3
2026-05-17,P02,31,6,1,0,26.6,7.4,10.1
2026-05-18,P02,31,0,0,0,23.7,8.5,10.1
2026-05-19,P02,31,1,0,0,19.6,9.9,8.6
2026-05-20,P02,31,2,0,0,20.6,7.2,10.8
2026-05-21,P02,31,3,0,0,21.6,6.8,9.8
2026-05-22,P02,31,4,0,0,21.7,7.5,8.6
2026-05-23,P02,31,5,1,0,25.4,7.4,9.6
2026-05-24,P02,31,6,1,0,25.6,8.1,8.8
2026-05-25,P02,31,0,0,0,18.8,7.2,10.6
2026-05-26,P02,31,1,0,0,20.3,9.1,9.9
2026-05-27,P02,31,2,0,0,19.6,7.1,9.7
2026-05-28,P02,31,3,0,0,19.5,9.1,8.8
2026-05-29,P02,31,4,0,0,21.9,8.5,9.5
2026-05-30,P02,31,5,1,0,25.0,7.5,9.8
2026-05-31,P02,31,6,1,0,27.4,7.7,8.5
2026-06-01,P02,31,0,0,0,21.1,7.2,7.9
2026-06-02,P02,31,1,0,0,20.1,6.8,10.0
2026-06-03,P02,31,2,0,0,23.5,8.8,9.1
2026-06-04,P02,31,3,0,0,20.4,8.1,10.4
2026-06-05,P02,31,4,0,0,20.5,7.6,11.2
2026-06-06,P02,31,5,1,0,26.1,7.3,9.7
2026-06-07,P02,31,6,1,0,27.0,7.0,9.4
2026-06-08,P02,31,0,0,0,19.6,7.5,11.0
2026-06-09,P02,31,1,0,0,22.0,7.6,8.8
2026-06-10,P02,31,2,0,0,20.6,8.3,9.1
2026-06-11,P02,31,3,0,0,22.9,6.8,9.3
2026-06-12,P02,31,4,0,0,23.2,6.4,10.5
2026-06-13,P02,31,5,1,0,23.9,7.6,9.4
2026-06-14,P02,31,6,1,0,27.3,5.7,8.1
2026-06-15,P02,31,0,0,0,20.3,7.7,8.9
2026-06-16,P02,31,1,0,0,20.7,6.9,9.3
2026-06-17,P02,31,2,0,0,20.0,7.8,10.0
2026-06-18,P02,31,3,0,0,22.8,7.2,9.3
2026-06-19,P02,31,4,0,0,21.1,7.5,9.5
2026-06-20,P02,31,5,1,0,24.3,7.9,8.9
2026-06-21,P02,31,6,1,0,25.1,6.7,10.4
2026-06-22,P02,31,0,0,0,20.9,8.3,9.8
2026-06-23,P02,31,1,0,0,18.9,7.0,10.1
2026-06-24,P02,31,2,0,0,20.1,7.0,9.4
2026-06-25,P02,31,3,0,0,20.8,7.0,9.3
2026-06-26,P02,31,4,0,0,20.4,6.1,9.9
2026-06-27,P02,31,5,1,0,25.3,8.4,8.7
2026-06-28,P02,31,6,1,0,24.3,8.4,8.3
2026-06-29,P02,31,0,0,0,20.2,8.0,9.3
2026-06-30,P02,31,1,0,0,18.9,7.8,9.4
2026-07-01,P02,31,2,0,0,22.6,8.0,11.9
2026-07-02,P02,31,3,0,0,19.0,7.6,8.7
2026-07-03,P02,31,4,0,0,22.5,8.1,10.1
2026-07-04,P02,31,5,1,0,25.3,7.2,8.0
2026-07-05,P02,31,6,1,0,28.4,8.0,9.4
2026-07-06,P02,31,0,0,0,22.2,8.1,10.3
2026-07-07,P02,31,1,0,0,19.0,7.2,9.7
2026-07-08,P02,31,2,0,0,21.5,8.2,8.8
2026-07-09,P02,31,3,0,0,21.2,9.0,10.1
2026-07-10,P02,31,4,0,0,22.1,7.6,10.1
2026-07-11,P02,31,5,1,0,28.6,7.7,10.5
2026-07-12,P02,31,6,1,0,25.2,8.0,10.2
2026-07-13,P02,31,0,0,0,20.1,8.3,9.0
2026-07-14,P02,31,1,0,0,20.0,7.6,11.0
2026-07-15,P02,31,2,0,0,21.4,8.2,9.0
2026-07-16,P02,31,3,0,0,21.1,6.9,9.1
2026-07-17,P02,31,4,0,0,22.1,7.6,10.7
2026-07-18,P02,31,5,1,0,26.0,7.5,10.5
2026-07-19,P02,31,6,1,0,25.5,6.7,10.6
2026-07-20,P02,31,0,0,0,21.6,6.3,9.6
2026-07-21,P02,31,1,0,0,20.5,8.7,9.0
2026-07-22,P02,31,2,0,0,20.3,7.1,8.8
2026-07-23,P02,31,3,0,0,20.1,6.8,8.8
2026-07-24,P02,31,4,0,0,19.0,6.7,8.4
2026-07-25,P02,31,5,1,0,25.6,7.2,8.6
2026-07-26,P02,31,6,1,0,26.9,7.6,9.2
2026-07-27,P02,31,0,0,0,20.4,8.6,9.7
2026-07-28,P02,31,1,0,0,21.6,6.1,9.1
2026-07-29,P02,31,2,0,0,18.3,7.4,9.8
2026-07-30,P02,31,3,0,0,20.2,8.0,8.8
2026-07-31,P02,31,4,0,0,21.8,6.7,9.4
2026-08-01,P02,31,5,1,0,26.8,8.0,9.5
2026-08-02,P02,31,6,1,0,28.7,7.4,9.2
2026-08-03,P02,31,0,0,0,17.5,8.7,9.3
2026-08-04,P02,31,1,0,0,19.5,8.5,10.5
2026-08-05,P02,31,2,0,0,21.2,6.8,9.9
2026-08-06,P02,31,3,0,0,20.2,6.9,10.4
2026-08-07,P02,31,4,0,0,18.3,8.0,9.9
2026-08-08,P02,31,5,1,0,28.9,7.8,8.0
2026-08-09,P02,31,6,1,0,25.2,7.7,9.8
2026-08-10,P02,31,0,0,0,22.3,6.4,9.3
2026-08-11,P02,31,1,0,0,22.3,8.6,11.0
2026-08-12,P02,31,2,0,0,20.5,8.3,10.9
2026-08-13,P02,31,3,0,0,22.5,8.1,10.2
2026-08-14,P02,31,4,0,0,20.0,6.8,10.3
2026-08-15,P02,31,5,1,0,25.8,7.6,9.1
2026-08-16,P02,31,6,1,0,25.8,7.8,8.8
2026-08-17,P02,31,0,0,0,21.1,7.8,9.5
2026-08-18,P02,31,1,0,0,20.1,8.1,11.0
2026-08-19,P02,31,2,0,0,20.3,8.4,10.2
2026-08-20,P02,31,3,0,0,17.7,7.2,9.1
2026-08-21,P02,31,4,0,0,22.0,7.8,9.9
2026-08-22,P02,31,5,1,0,27.1,7.1,9.0
2026-08-23,P02,31,6,1,0,24.7,7.5,9.5
2026-08-24,P02,31,0,0,0,21.2,7.2,10.3
2026-08-25,P02,31,1,0,0,22.2,8.6,10.1
2026-08-26,P02,31,2,0,0,21.3,8.1,10.0
2026-08-27,P02,31,3,0,0,20.2,8.4,10.9
2026-08-28,P02,31,4,0,0,23.5,7.7,9.8
2026-08-29,P02,31,5,1,0,26.8,7.6,10.0
2026-08-30,P02,31,6,1,0,26.1,7.5,10.9
2026-08-31,P02,31,0,0,0,21.2,7.7,10.2
2026-09-01,P02,31,1,0,0,21.2,7.8,9.5
2026-09-02,P02,31,2,0,0,19.5,7.6,8.7
2026-09-03,P02,31,3,0,0,21.3,6.9,10.3
2026-09-04,P02,31,4,0,0,22.0,7.8,9.5
2026-09-05,P02,31,5,1,0,26.8,6.4,8.7
2026-09-06,P02,31,6,1,0,26.1,7.9,9.5
2026-09-07,P02,31,0,0,0,19.8,7.7,9.2
2026-09-08,P02,31,1,0,0,19.7,7.8,9.4
2026-09-09,P02,31,2,0,0,22.5,8.1,10.1
2026-09-10,P02,31,3,0,0,21.4,7.1,8.8
2026-09-11,P02,31,4,0,0,19.2,9.4,8.7
2026-09-12,P02,31,5,1,0,26.0,7.4,9.3
2026-09-13,P02,31,6,1,0,25.5,6.5,8.8
2026-09-14,P02,31,0,0,0,19.3,7.6,9.0
2026-03-19,P03,94,3,0,0,59.7,23.0,27.0
2026-03-20,P03,94,4,0,0,65.7,21.9,28.8
2026-03-21,P03,94,5,1,0,72.9,23.8,27.4
2026-03-22,P03,94,6,1,0,79.3,23.2,27.9
2026-03-23,P03,94,0,0,0,63.1,21.9,31.3
2026-03-24,P03,94,1,0,0,65.7,23.5,25.6
2026-03-25,P03,94,2,0,0,58.1,21.4,27.7
2026-03-26,P03,94,3,0,0,63.9,21.0,31.0
2026-03-27,P03,94,4,0,0,62.3,19.0,27.2
2026-03-28,P03,94,5,1,0,68.1,21.3,27.0
2026-03-29,P03,94,6,1,0,75.5,22.0,27.4
2026-03-30,P03,94,0,0,0,60.0,25.4,31.0
2026-03-31,P03,94,1,0,0,58.0,24.9,24.6
2026-04-01,P03,94,2,0,0,59.2,25.4,23.2
2026-04-02,P03,94,3,0,0,64.4,20.4,28.0
2026-04-03,P03,94,4,0,0,61.6,25.7,26.5
2026-04-04,P03,94,5,1,0,77.5,23.8,27.7
2026-04-05,P03,94,6,1,0,74.7,22.5,28.5
2026-04-06,P03,94,0,0,0,65.5,20.9,27.3
2026-04-07,P03,94,1,0,0,63.4,22.3,27.9
2026-04-08,P03,94,2,0,0,62.2,21.4,26.5
2026-04-09,P03,94,3,0,0,63.9,20.7,30.9
2026-04-10,P03,94,4,0,0,63.1,20.3,28.9
2026-04-11,P03,94,5,1,0,78.4,24.0,30.9
2026-04-12,P03,94,6,1,0,76.4,21.4,26.9
2026-04-13,P03,94,0,0,0,58.6,21.3,28.9
2026-04-14,P03,94,1,0,0,62.3,21.7,26.6
2026-04-15,P03,94,2,0,0,63.5,21.7,25.9
2026-04-16,P03,94,3,0,0,61.7,22.2,25.9
2026-04-17,P03,94,4,0,0,65.3,24.2,28.4
2026-04-18,P03,94,5,1,0,78.3,23.6,28.2
2026-04-19,P03,94,6,1,0,81.1,25.6,28.5
2026-04-20,P03,94,0,0,0,63.9,24.2,27.5
2026-04-21,P03,94,1,0,0,58.0,24.3,24.7
2026-04-22,P03,94,2,0,0,68.9,24.2,28.7
2026-04-23,P03,94,3,0,0,62.4,25.8,26.2
2026-04-24,P03,94,4,0,0,57.9,21.6,27.7
2026-04-25,P03,94,5,1,0,74.0,22.9,28.6
2026-04-26,P03,94,6,1,0,74.8,25.5,25.1
2026-04-27,P03,94,0,0,0,57.5,23.3,27.8
2026-04-28,P03,94,1,0,0,63.8,21.5,26.0
2026-04-29,P03,94,2,0,0,59.8,21.4,29.5
2026-04-30,P03,94,3,0,0,60.4,24.0,29.6
2026-05-01,P03,94,4,0,0,66.1,24.3,30.1
2026-05-02,P03,94,5,1,0,80.7,21.7,27.7
2026-05-03,P03,94,6,1,0,71.0,23.2,26.8
2026-05-04,P03,94,0,0,0,63.7,23.6,25.2
2026-05-05,P03,94,1,0,0,58.5,22.0,27.1
2026-05-06,P03,94,2,0,0,62.9,20.5,28.4
2026-05-07,P03,94,3,0,0,55.9,18.7,29.9
2026-05-08,P03,94,4,0,0,57.4,21.6,25.1
2026-05-09,P03,94,5,1,0,72.5,21.9,27.4
2026-05-10,P03,94,6,1,0,81.5,23.4,27.7
2026-05-11,P03,94,0,0,0,65.1,24.7,29.2
2026-05-12,P03,94,1,0,0,60.7,24.5,32.3
2026-05-13,P03,94,2,0,0,64.7,25.8,30.4
2026-05-14,P03,94,3,0,0,65.4,20.7,25.8
2026-05-15,P03,94,4,0,0,62.1,19.6,26.9
2026-05-16,P03,94,5,1,0,81.0,21.4,29.5
2026-05-17,P03,94,6,1,0,72.8,21.7,30.6
2026-05-18,P03,94,0,0,0,63.0,23.2,32.2
2026-05-19,P03,94,1,0,0,67.1,21.0,31.3
2026-05-20,P03,94,2,0,0,59.9,22.6,28.3
2026-05-21,P03,94,3,0,0,66.2,20.6,29.3
2026-05-22,P03,94,4,0,0,64.2,24.1,27.8
2026-05-23,P03,94,5,1,0,81.5,21.3,30.9
2026-05-24,P03,94,6,1,0,79.1,20.1,29.2
2026-05-25,P03,94,0,0,0,62.9,22.0,26.6
2026-05-26,P03,94,1,0,0,61.3,20.0,32.1
2026-05-27,P03,94,2,0,0,58.0,21.4,30.9
2026-05-28,P03,94,3,0,0,64.4,23.9,31.7
2026-05-29,P03,94,4,0,0,61.1,20.7,30.2
2026-05-30,P03,94,5,1,0,80.8,22.0,25.4
2026-05-31,P03,94,6,1,0,82.4,23.7,25.2
2026-06-01,P03,94,0,0,0,65.2,20.0,27.2
2026-06-02,P03,94,1,0,0,58.0,21.5,26.4
2026-06-03,P03,94,2,0,0,60.0,23.9,29.0
2026-06-04,P03,94,3,0,0,64.6,24.6,27.4
2026-06-05,P03,94,4,0,0,62.5,23.6,32.2
2026-06-06,P03,94,5,1,0,81.2,25.1,30.6
2026-06-07,P03,94,6,1,0,81.8,19.4,30.3
2026-06-08,P03,94,0,0,0,63.0,22.7,27.1
2026-06-09,P03,94,1,0,0,60.7,23.4,30.2
2026-06-10,P03,94,2,0,0,56.6,23.0,27.0
2026-06-11,P03,94,3,0,0,58.7,23.3,27.5
2026-06-12,P03,94,4,0,0,59.8,21.2,28.9
2026-06-13,P03,94,5,1,0,77.8,20.7,26.4
2026-06-14,P03,94,6,1,0,77.1,23.4,25.9
2026-06-15,P03,94,0,0,0,64.1,21.1,34.5
2026-06-16,P03,94,1,0,0,58.7,21.2,28.7
2026-06-17,P03,94,2,0,0,58.9,24.1,32.4
2026-06-18,P03,94,3,0,0,60.8,22.9,27.1
2026-06-19,P03,94,4,0,0,62.2,25.2,30.3
2026-06-20,P03,94,5,1,0,74.4,25.4,30.9
2026-06-21,P03,94,6,1,0,79.6,21.4,28.4
2026-06-22,P03,94,0,0,0,59.3,23.5,27.6
2026-06-23,P03,94,1,0,0,53.9,24.3,28.7
2026-06-24,P03,94,2,0,0,66.3,22.4,28.7
2026-06-25,P03,94,3,0,0,66.4,23.3,28.9
2026-06-26,P03,94,4,0,0,74.2,22.3,28.7
2026-06-27,P03,94,5,1,0,84.3,21.2,25.9
2026-06-28,P03,94,6,1,0,72.5,23.6,29.7
